opponent_actual_hand,player_actual_hand,opponent_progress,opponent_pattern,p2_nerv,config,overlap_pct,player_progress,player_pattern,p2_type,final_turn,shared_tiles,overlap_category,p1_nerv,p1_type
"Tile[Tile(""North Wind""), Tile(""North Wind""), Tile(""White Dragon""), Tile(""East Wind""), Tile(""4 Character""), Tile(""2 Character""), Tile(""1 Bamboo""), Tile(""2 Dot""), Tile(""1 Character""), Tile(""7 Dot""), Tile(""Flower""), Tile(""5 Character""), Tile(""Flower"")]","Tile[Tile(""Flower""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Dot""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Dot"")]",0.2857142857142857,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.8571428571428571,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Dot""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""5 Bamboo""), Tile(""5 Bamboo"")]","Tile[Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""2 Character""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""Red Dragon""), Tile(""5 Character"")]",0.7142857142857143,FFFF 22 222 222 22 - Bamboo/Character/Dot,5,both,100.0,0.5,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""Green Dragon""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""South Wind""), Tile(""West Wind""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""South Wind""), Tile(""South Wind""), Tile(""West Wind"")]","Tile[Tile(""Flower""), Tile(""6 Dot""), Tile(""Green Dragon""), Tile(""North Wind""), Tile(""White Dragon""), Tile(""North Wind""), Tile(""2 Dot""), Tile(""Green Dragon""), Tile(""2 Dot""), Tile(""East Wind""), Tile(""East Wind""), Tile(""3 Dot""), Tile(""5 Dot"")]",0.7142857142857143,FFFF DDD NEWS DDD,5,both,100.0,0.42857142857142855,FFFF DDD NEWS DDD,bayesian,118,7,100% (Exact),10,bayesian
"Tile[Tile(""6 Bamboo""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""8 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Character""), Tile(""8 Bamboo""), Tile(""6 Bamboo""), Tile(""Flower"")]","Tile[Tile(""4 Dot""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Dot""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Flower"")]",0.5,FFFF 44 444 444 44 - Bamboo/Character/Dot,5,both,100.0,0.7142857142857143,FFFF 44 444 444 44 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""5 Character""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""3 Character""), Tile(""9 Character""), Tile(""9 Character""), Tile(""9 Dot""), Tile(""5 Character""), Tile(""5 Character""), Tile(""1 Character""), Tile(""7 Character""), Tile(""7 Character""), Tile(""White Dragon"")]","Tile[Tile(""4 Bamboo""), Tile(""Flower""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""Red Dragon""), Tile(""4 Bamboo""), Tile(""White Dragon""), Tile(""6 Character""), Tile(""1 Character""), Tile(""Red Dragon""), Tile(""6 Dot"")]",0.9285714285714286,11 33 55 77 99 11 99 - Character/Bamboo/Dot,5,both,100.0,0.07142857142857142,11 33 55 77 99 11 99 - Character/Bamboo/Dot,bayesian,116,7,100% (Exact),10,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""8 Character""), Tile(""4 Bamboo""), Tile(""6 Bamboo""), Tile(""Green Dragon""), Tile(""8 Character""), Tile(""2 Character""), Tile(""5 Bamboo""), Tile(""Red Dragon""), Tile(""9 Dot"")]","Tile[Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""Green Dragon""), Tile(""Green Dragon"")]",0.35714285714285715,FFFF 22 222 222 22 - Bamboo/Character/Dot,5,both,100.0,0.7857142857142857,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""8 Dot""), Tile(""Flower""), Tile(""8 Character""), Tile(""8 Character""), Tile(""8 Dot""), Tile(""8 Character""), Tile(""8 Character""), Tile(""6 Character""), Tile(""7 Character""), Tile(""6 Character""), Tile(""4 Dot"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""6 Character""), Tile(""6 Character""), Tile(""North Wind""), Tile(""4 Bamboo""), Tile(""7 Character""), Tile(""5 Bamboo""), Tile(""North Wind""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""2 Bamboo"")]",0.7142857142857143,FFFF 6666 77 8888 - Character,5,both,100.0,0.42857142857142855,FFFF 6666 77 8888 - Character,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""8 Dot""), Tile(""6 Bamboo""), Tile(""7 Dot""), Tile(""8 Dot""), Tile(""8 Dot""), Tile(""8 Dot""), Tile(""4 Bamboo""), Tile(""7 Character""), Tile(""7 Character""), Tile(""5 Bamboo""), Tile(""7 Character""), Tile(""7 Character""), Tile(""4 Character"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Dot""), Tile(""3 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""9 Character""), Tile(""North Wind""), Tile(""4 Bamboo""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""Red Dragon"")]",0.7857142857142857,FFF 456 7777 8888 - Bamboo/Character/Dot,5,both,100.0,0.2857142857142857,FFF 456 7777 8888 - Bamboo/Character/Dot,bayesian,118,6,100% (Exact),10,bayesian
"Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Character""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""Red Dragon"")]","Tile[Tile(""1 Character""), Tile(""1 Dot""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""Flower""), Tile(""1 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""White Dragon""), Tile(""9 Bamboo""), Tile(""7 Dot"")]",0.6428571428571429,FFFF 11 111 111 11 - Bamboo/Character/Dot,5,both,100.0,0.7142857142857143,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""Flower""), Tile(""4 Dot""), Tile(""6 Bamboo""), Tile(""White Dragon""), Tile(""6 Dot""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""8 Bamboo""), Tile(""6 Character""), Tile(""9 Character""), Tile(""5 Character""), Tile(""5 Bamboo""), Tile(""5 Character"")]","Tile[Tile(""Flower""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""Flower""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""Flower"")]",0.35714285714285715,FFFF 66 666 666 66 - Bamboo/Character/Dot,3,both,100.0,0.8571428571428571,FFFF 66 666 666 66 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""9 Bamboo""), Tile(""Flower""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""9 Bamboo""), Tile(""Flower""), Tile(""9 Dot""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""9 Bamboo""), Tile(""6 Dot""), Tile(""3 Bamboo""), Tile(""Green Dragon"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""6 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""9 Character""), Tile(""3 Dot""), Tile(""White Dragon""), Tile(""8 Character""), Tile(""East Wind"")]",0.7857142857142857,FFF 3333 369 9999 - Bamboo/Dot,3,both,100.0,0.35714285714285715,FFF 3333 369 9999 - Bamboo/Dot,bayesian,118,6,100% (Exact),10,bayesian
"Tile[Tile(""4 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""8 Bamboo""), Tile(""2 Character""), Tile(""2 Character""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""6 Character""), Tile(""Flower""), Tile(""9 Dot""), Tile(""3 Bamboo"")]","Tile[Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""9 Character"")]",0.42857142857142855,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.8571428571428571,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""5 Dot""), Tile(""5 Dot""), Tile(""5 Dot""), Tile(""White Dragon""), Tile(""5 Dot""), Tile(""East Wind""), Tile(""6 Dot""), Tile(""3 Dot""), Tile(""Flower""), Tile(""South Wind""), Tile(""8 Bamboo"")]","Tile[Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""4 Bamboo"")]",0.5714285714285714,FFFF 3333 44 5555 - Dot,3,both,100.0,0.5714285714285714,FFFF 3333 44 5555 - Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""8 Bamboo""), Tile(""8 Dot""), Tile(""2 Dot""), Tile(""7 Dot""), Tile(""2 Bamboo""), Tile(""6 Bamboo""), Tile(""4 Bamboo""), Tile(""8 Dot""), Tile(""6 Dot"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Bamboo"")]",0.2857142857142857,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.8571428571428571,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""3 Dot""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""3 Dot""), Tile(""2 Character""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""9 Character""), Tile(""5 Dot"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""Green Dragon""), Tile(""Red Dragon"")]",0.5714285714285714,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.6428571428571429,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),10,bayesian
"Tile[Tile(""5 Character""), Tile(""5 Bamboo""), Tile(""3 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""7 Bamboo""), Tile(""9 Bamboo""), Tile(""5 Character""), Tile(""1 Dot""), Tile(""7 Bamboo""), Tile(""7 Bamboo""), Tile(""5 Bamboo""), Tile(""3 Bamboo"")]","Tile[Tile(""7 Dot""), Tile(""5 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""7 Bamboo""), Tile(""7 Dot""), Tile(""3 Bamboo""), Tile(""9 Character""), Tile(""7 Dot""), Tile(""9 Bamboo""), Tile(""1 Character""), Tile(""9 Character""), Tile(""1 Character"")]",0.7857142857142857,11 33 55 77 99 11 11 - Bamboo/Character/Dot,3,both,100.0,0.5714285714285714,11 33 55 77 99 11 11 - Bamboo/Character/Dot,bayesian,118,7,100% (Exact),10,bayesian
"Tile[Tile(""6 Dot""), Tile(""6 Dot""), Tile(""White Dragon""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""6 Dot""), Tile(""2 Dot""), Tile(""8 Dot""), Tile(""6 Bamboo""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""6 Bamboo"")]","Tile[Tile(""2 Dot""), Tile(""Green Dragon""), Tile(""8 Dot""), Tile(""Green Dragon""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""Flower""), Tile(""8 Dot""), Tile(""2 Bamboo""), Tile(""8 Dot""), Tile(""8 Bamboo""), Tile(""4 Bamboo""), Tile(""White Dragon"")]",0.5,FFF 22 44 666 8888 - Dot,3,both,100.0,0.5,FFF 22 44 666 8888 - Dot,bayesian,118,5,100% (Exact),10,bayesian
"Tile[Tile(""7 Character""), Tile(""7 Character""), Tile(""7 Character""), Tile(""6 Character""), Tile(""White Dragon""), Tile(""6 Character""), Tile(""7 Character""), Tile(""White Dragon""), Tile(""5 Character""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""1 Bamboo""), Tile(""4 Bamboo"")]","Tile[Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower"")]",0.07142857142857142,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.9285714285714286,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""1 Character""), Tile(""5 Dot""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower"")]","Tile[Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Character""), Tile(""3 Dot""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""1 Dot""), Tile(""3 Dot""), Tile(""1 Dot""), Tile(""2 Bamboo""), Tile(""8 Bamboo"")]",0.7142857142857143,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.42857142857142855,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""2 Character""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""5 Character""), Tile(""6 Character"")]","Tile[Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""White Dragon""), Tile(""5 Bamboo"")]",0.6428571428571429,FFFF 22 222 222 22 - Bamboo/Character/Dot,10,both,100.0,0.6428571428571429,FFFF 22 222 222 22 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""North Wind""), Tile(""3 Bamboo""), Tile(""6 Bamboo""), Tile(""3 Bamboo""), Tile(""East Wind""), Tile(""3 Bamboo""), Tile(""Red Dragon""), Tile(""8 Bamboo""), Tile(""6 Character""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""8 Dot""), Tile(""East Wind"")]","Tile[Tile(""1 Character""), Tile(""Flower""), Tile(""7 Dot""), Tile(""North Wind""), Tile(""7 Dot""), Tile(""9 Bamboo""), Tile(""7 Character""), Tile(""South Wind""), Tile(""5 Dot""), Tile(""1 Bamboo""), Tile(""3 Character""), Tile(""7 Bamboo""), Tile(""9 Dot"")]",0.8571428571428571,NN EW SS 33 44 55 66 - Bamboo,10,both,100.0,0.2857142857142857,NN EW SS 33 44 55 66 - Bamboo,bayesian,107,8,100% (Exact),5,bayesian
"Tile[Tile(""North Wind""), Tile(""1 Dot""), Tile(""4 Dot""), Tile(""South Wind""), Tile(""1 Dot""), Tile(""2 Dot""), Tile(""West Wind""), Tile(""West Wind""), Tile(""East Wind""), Tile(""4 Dot""), Tile(""3 Dot""), Tile(""4 Dot""), Tile(""North Wind"")]","Tile[Tile(""1 Dot""), Tile(""1 Character""), Tile(""2 Dot""), Tile(""Flower""), Tile(""1 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Character""), Tile(""3 Dot""), Tile(""North Wind""), Tile(""5 Bamboo""), Tile(""South Wind""), Tile(""1 Bamboo"")]",0.7857142857142857,NN EW SS 11 22 33 44 - Dot,10,both,100.0,0.35714285714285715,NN EW SS 11 22 33 44 - Dot,bayesian,118,8,100% (Exact),5,bayesian
"Tile[Tile(""North Wind""), Tile(""North Wind""), Tile(""South Wind""), Tile(""East Wind""), Tile(""South Wind""), Tile(""West Wind""), Tile(""West Wind""), Tile(""North Wind""), Tile(""West Wind""), Tile(""North Wind""), Tile(""7 Character""), Tile(""4 Bamboo""), Tile(""Flower"")]","Tile[Tile(""7 Character""), Tile(""7 Dot""), Tile(""7 Character""), Tile(""Flower""), Tile(""9 Character""), Tile(""5 Dot""), Tile(""West Wind""), Tile(""7 Dot""), Tile(""5 Dot""), Tile(""East Wind""), Tile(""9 Character""), Tile(""7 Character""), Tile(""7 Dot"")]",0.35714285714285715,55 777 NEWS 777 99 - Dot/Character,10,both,100.0,0.8571428571428571,55 777 NEWS 777 99 - Dot/Character,bayesian,118,8,100% (Exact),5,bayesian
"Tile[Tile(""3 Character""), Tile(""3 Character""), Tile(""5 Character""), Tile(""5 Character""), Tile(""7 Character""), Tile(""9 Character""), Tile(""1 Character""), Tile(""9 Character""), Tile(""3 Character""), Tile(""7 Character""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Bamboo"")]","Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Dot""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Dot"")]",0.2857142857142857,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.8571428571428571,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""West Wind""), Tile(""East Wind""), Tile(""East Wind""), Tile(""South Wind""), Tile(""South Wind""), Tile(""5 Bamboo""), Tile(""White Dragon""), Tile(""West Wind""), Tile(""5 Bamboo""), Tile(""North Wind""), Tile(""North Wind""), Tile(""Flower""), Tile(""3 Bamboo"")]","Tile[Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""South Wind""), Tile(""3 Bamboo""), Tile(""5 Bamboo""), Tile(""1 Character""), Tile(""8 Dot""), Tile(""3 Character""), Tile(""3 Character""), Tile(""1 Bamboo""), Tile(""White Dragon""), Tile(""1 Character""), Tile(""1 Character"")]",0.5,11 333 NEWS 333 55 - Character/Bamboo,5,both,100.0,0.6428571428571429,11 333 NEWS 333 55 - Character/Bamboo,bayesian,118,8,100% (Exact),5,bayesian
"Tile[Tile(""South Wind""), Tile(""North Wind""), Tile(""South Wind""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""5 Bamboo""), Tile(""East Wind""), Tile(""5 Bamboo""), Tile(""West Wind""), Tile(""2 Bamboo""), Tile(""East Wind""), Tile(""West Wind""), Tile(""2 Bamboo"")]","Tile[Tile(""3 Bamboo""), Tile(""2 Bamboo""), Tile(""4 Bamboo""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""2 Bamboo""), Tile(""North Wind""), Tile(""Flower""), Tile(""Flower""), Tile(""South Wind""), Tile(""8 Dot"")]",0.7857142857142857,NN EW SS 22 33 44 55 - Bamboo,5,both,100.0,0.5714285714285714,NN EW SS 22 33 44 55 - Bamboo,bayesian,118,8,100% (Exact),5,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""North Wind""), Tile(""West Wind""), Tile(""Flower""), Tile(""South Wind""), Tile(""South Wind""), Tile(""East Wind""), Tile(""Flower""), Tile(""North Wind""), Tile(""East Wind""), Tile(""South Wind""), Tile(""South Wind"")]","Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""West Wind""), Tile(""West Wind""), Tile(""3 Character""), Tile(""9 Character""), Tile(""East Wind""), Tile(""8 Bamboo""), Tile(""5 Character""), Tile(""North Wind""), Tile(""5 Dot""), Tile(""7 Dot"")]",0.8571428571428571,FFF NN EE WWW SSSS,5,both,100.0,0.2857142857142857,FFF NN EE WWW SSSS,bayesian,118,5,100% (Exact),5,bayesian
"Tile[Tile(""7 Bamboo""), Tile(""7 Character""), Tile(""8 Bamboo""), Tile(""9 Character""), Tile(""9 Bamboo""), Tile(""9 Character""), Tile(""8 Bamboo""), Tile(""7 Bamboo""), Tile(""1 Bamboo""), Tile(""5 Bamboo""), Tile(""9 Character""), Tile(""5 Dot""), Tile(""6 Bamboo"")]","Tile[Tile(""5 Bamboo""), Tile(""3 Character""), Tile(""1 Bamboo""), Tile(""9 Bamboo""), Tile(""1 Bamboo""), Tile(""5 Bamboo""), Tile(""5 Dot""), Tile(""3 Bamboo""), Tile(""5 Dot""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""9 Bamboo""), Tile(""1 Bamboo"")]",0.42857142857142855,11 33 55 77 99 33 55 - Bamboo/Character/Dot,5,both,100.0,0.8571428571428571,11 33 55 77 99 33 55 - Bamboo/Character/Dot,bayesian,118,7,100% (Exact),5,bayesian
"Tile[Tile(""5 Bamboo""), Tile(""5 Bamboo""), Tile(""5 Bamboo""), Tile(""3 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""9 Bamboo""), Tile(""5 Bamboo""), Tile(""3 Bamboo""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""9 Bamboo"")]","Tile[Tile(""Flower""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Dot"")]",0.35714285714285715,FFFF 11 111 111 11 - Bamboo/Character/Dot,5,both,100.0,0.7857142857142857,FFFF 11 111 111 11 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""3 Character""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""9 Dot""), Tile(""3 Dot""), Tile(""5 Dot""), Tile(""9 Dot""), Tile(""3 Character""), Tile(""7 Dot""), Tile(""5 Dot"")]","Tile[Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""5 Dot""), Tile(""7 Dot""), Tile(""3 Dot""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""3 Dot""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""3 Dot""), Tile(""5 Character"")]",0.7142857142857143,11 33 55 77 99 11 11 - Dot/Bamboo/Character,5,both,100.0,0.6428571428571429,11 33 55 77 99 11 11 - Dot/Bamboo/Character,bayesian,118,7,100% (Exact),5,bayesian
"Tile[Tile(""East Wind""), Tile(""3 Dot""), Tile(""5 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""1 Dot""), Tile(""North Wind""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""1 Dot""), Tile(""6 Dot""), Tile(""2 Bamboo""), Tile(""1 Bamboo"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""South Wind""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""5 Character""), Tile(""8 Character"")]",0.35714285714285715,FFFF 33 333 333 33 - Bamboo/Character/Dot,5,both,100.0,0.7142857142857143,FFFF 33 333 333 33 - Bamboo/Character/Dot,bayesian,118,4,100% (Exact),5,bayesian
"Tile[Tile(""6 Character""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""6 Dot""), Tile(""Flower""), Tile(""5 Dot""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""5 Character""), Tile(""5 Dot"")]","Tile[Tile(""Flower""), Tile(""5 Bamboo""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""5 Character""), Tile(""5 Dot""), Tile(""3 Dot""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""5 Character""), Tile(""3 Bamboo""), Tile(""2 Character"")]",0.8571428571428571,FF 55 66 55 66 55 66 - Bamboo/Character/Dot,5,both,100.0,0.5714285714285714,FF 55 66 55 66 55 66 - Bamboo/Character/Dot,bayesian,118,7,100% (Exact),5,bayesian
"Tile[Tile(""1 Character""), Tile(""1 Dot""), Tile(""9 Bamboo""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""4 Character""), Tile(""Flower""), Tile(""1 Dot""), Tile(""West Wind""), Tile(""7 Dot"")]","Tile[Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""7 Character""), Tile(""7 Bamboo""), Tile(""1 Character""), Tile(""6 Character""), Tile(""5 Dot""), Tile(""1 Dot""), Tile(""7 Bamboo""), Tile(""9 Dot""), Tile(""Flower""), Tile(""White Dragon""), Tile(""Red Dragon"")]",0.5714285714285714,FF 1111 D 1111 D 11 - Bamboo/Character/Dot,3,both,100.0,0.42857142857142855,FF 1111 D 1111 D 11 - Bamboo/Character/Dot,bayesian,118,6,100% (Exact),5,bayesian
